id,sonde_event_id,Date,Time,Temp,SpCond,DO
,1,2003-08-13,15:30:00,19.28,135.4,8.28
,1,2003-08-13,15:35:00,19.29,135.8,8.15
,1,2003-08-13,15:40:00,19.3,135.5,8.24
,1,2003-08-13,15:45:00,19.31,135.8,8.21
,1,2003-08-13,15:50:00,19.33,135.6,8.22
,1,2003-08-13,15:55:00,19.34,135.5,8.3
,1,2003-08-13,16:00:00,19.35,135.5,8.27
,1,2003-08-13,16:05:00,19.36,135.8,8.16
,1,2003-08-13,16:10:00,19.37,135.7,8.15
,1,2003-08-13,16:15:00,19.39,135.7,8.31
,1,2003-08-13,16:20:00,19.41,135.8,8.36
,1,2003-08-13,16:25:00,19.43,135.7,8.2
,1,2003-08-13,16:30:00,19.45,135.7,8.31
,1,2003-08-13,16:35:00,19.47,136.0,8.27
,1,2003-08-13,16:40:00,19.49,135.9,8.33
,1,2003-08-13,16:45:00,19.51,135.9,8.29
,1,2003-08-13,16:50:00,19.51,135.9,8.31
,1,2003-08-13,16:55:00,19.52,135.9,8.27
,1,2003-08-13,17:00:00,19.53,135.9,8.35
,1,2003-08-13,17:05:00,19.54,136.0,8.32
,1,2003-08-13,17:10:00,19.55,136.2,8.23
,1,2003-08-13,17:15:00,19.57,136.2,8.33
,1,2003-08-13,17:20:00,19.6,136.2,8.25
,1,2003-08-13,17:25:00,19.61,136.3,8.22
,1,2003-08-13,17:30:00,19.62,136.4,8.3
,1,2003-08-13,17:35:00,19.61,136.2,8.25
,1,2003-08-13,17:40:00,19.59,136.3,8.17
,1,2003-08-13,17:45:00,19.57,136.3,8.22
,1,2003-08-13,17:50:00,19.56,136.5,8.17
,1,2003-08-13,17:55:00,19.55,136.3,8.13
,1,2003-08-13,18:00:00,19.55,136.6,8.18
,1,2003-08-13,18:05:00,19.54,136.5,8.15
,1,2003-08-13,18:10:00,19.54,136.6,8.16
,1,2003-08-13,18:15:00,19.53,136.6,8.08
,1,2003-08-13,18:20:00,19.52,136.7,8.08
,1,2003-08-13,18:25:00,19.51,136.7,8.15
,1,2003-08-13,18:30:00,19.49,136.6,8.25
,1,2003-08-13,18:35:00,19.47,136.7,8.22
,1,2003-08-13,18:40:00,19.46,136.7,8.11
,1,2003-08-13,18:45:00,19.44,136.7,8.07
,1,2003-08-13,18:50:00,19.42,136.7,8.17
,1,2003-08-13,18:55:00,19.4,136.8,8.15
,1,2003-08-13,19:00:00,19.39,136.9,8.14
,1,2003-08-13,19:05:00,19.38,136.8,8.18
,1,2003-08-13,19:10:00,19.37,137.1,8.22
,1,2003-08-13,19:15:00,19.37,137.1,8.2
,1,2003-08-13,19:20:00,19.36,136.9,8.25
,1,2003-08-13,19:25:00,19.36,137.2,8.17
,1,2003-08-13,19:30:00,19.35,137.1,8.09
,1,2003-08-13,19:35:00,19.34,136.9,8.11
,1,2003-08-13,19:40:00,19.33,137.2,8.04
,1,2003-08-13,19:45:00,19.32,137.2,8.14
,1,2003-08-13,19:50:00,19.31,137.2,8.1
,1,2003-08-13,19:55:00,19.3,137.3,8.13
,1,2003-08-13,20:00:00,19.28,137.6,8.09
,1,2003-08-13,20:05:00,19.27,137.5,8.04
,1,2003-08-13,20:10:00,19.26,137.6,8.2
,1,2003-08-13,20:15:00,19.25,137.7,8.15
,1,2003-08-13,20:20:00,19.24,137.7,8.13
,1,2003-08-13,20:25:00,19.22,137.7,8.1
,1,2003-08-13,20:30:00,19.21,137.9,8.09
,1,2003-08-13,20:35:00,19.19,137.7,8.11
,1,2003-08-13,20:40:00,19.18,138.0,8.04
,1,2003-08-13,20:45:00,19.17,137.8,8.07
,1,2003-08-13,20:50:00,19.16,138.0,8.03
,1,2003-08-13,20:55:00,19.15,138.0,8.16
,1,2003-08-13,21:00:00,19.14,138.1,8.12
,1,2003-08-13,21:05:00,19.12,138.0,8.25
,1,2003-08-13,21:10:00,19.11,138.1,8.14
,1,2003-08-13,21:15:00,19.1,138.1,8.18
,1,2003-08-13,21:20:00,19.08,138.4,8.21
,1,2003-08-13,21:25:00,19.07,138.2,8.15
,1,2003-08-13,21:30:00,19.06,138.2,8.16
,1,2003-08-13,21:35:00,19.05,138.2,8.19
,1,2003-08-13,21:40:00,19.04,138.3,8.25
,1,2003-08-13,21:45:00,19.03,138.3,8.15
,1,2003-08-13,21:50:00,19.02,138.3,8.13
,1,2003-08-13,21:55:00,19.01,138.3,8.17
,1,2003-08-13,22:00:00,19.0,138.2,8.22
,1,2003-08-13,22:05:00,18.99,138.3,8.17
,1,2003-08-13,22:10:00,18.98,138.5,8.04
,1,2003-08-13,22:15:00,18.97,138.4,8.16
,1,2003-08-13,22:20:00,18.96,138.6,8.26
,1,2003-08-13,22:25:00,18.95,138.4,8.21
,1,2003-08-13,22:30:00,18.93,138.6,8.26
,1,2003-08-13,22:35:00,18.92,138.7,8.28
,1,2003-08-13,22:40:00,18.91,138.4,8.19
,1,2003-08-13,22:45:00,18.9,138.6,8.19
,1,2003-08-13,22:50:00,18.89,138.7,8.21
,1,2003-08-13,22:55:00,18.88,138.5,8.24
,1,2003-08-13,23:00:00,18.87,138.4,8.14
,1,2003-08-13,23:05:00,18.86,138.3,8.23
,1,2003-08-13,23:10:00,18.86,138.4,8.24
,1,2003-08-13,23:15:00,18.85,138.4,8.17
,1,2003-08-13,23:20:00,18.84,138.4,8.13
,1,2003-08-13,23:25:00,18.83,138.4,8.23
,1,2003-08-13,23:30:00,18.82,138.2,8.28
,1,2003-08-13,23:35:00,18.81,138.4,8.2
,1,2003-08-13,23:40:00,18.8,138.2,8.25
,1,2003-08-13,23:45:00,18.79,138.4,8.22
,1,2003-08-13,23:50:00,18.78,138.5,8.15
,1,2003-08-13,23:55:00,18.77,138.4,8.23
,1,2003-08-14,00:00:00,18.76,138.2,8.17
,1,2003-08-14,00:05:00,18.75,138.4,8.19
,1,2003-08-14,00:10:00,18.74,138.5,8.29
,1,2003-08-14,00:15:00,18.73,138.3,8.22
,1,2003-08-14,00:20:00,18.72,138.6,8.08
,1,2003-08-14,00:25:00,18.71,138.5,8.13
,1,2003-08-14,00:30:00,18.71,138.5,8.32
,1,2003-08-14,00:35:00,18.7,138.6,8.36
,1,2003-08-14,00:40:00,18.69,138.5,8.21
,1,2003-08-14,00:45:00,18.68,138.5,8.25
,1,2003-08-14,00:50:00,18.67,138.6,8.29
,1,2003-08-14,00:55:00,18.67,138.5,8.18
,1,2003-08-14,01:00:00,18.66,138.5,8.31
,1,2003-08-14,01:05:00,18.65,138.5,8.27
,1,2003-08-14,01:10:00,18.64,138.5,8.18
,1,2003-08-14,01:15:00,18.64,138.6,8.25
,1,2003-08-14,01:20:00,18.63,138.4,8.38
,1,2003-08-14,01:25:00,18.62,138.4,8.33
,1,2003-08-14,01:30:00,18.61,138.6,8.16
,1,2003-08-14,01:35:00,18.6,138.6,8.34
,1,2003-08-14,01:40:00,18.6,138.6,8.15
,1,2003-08-14,01:45:00,18.59,138.7,8.2
,1,2003-08-14,01:50:00,18.58,138.4,8.26
,1,2003-08-14,01:55:00,18.57,138.4,8.39
,1,2003-08-14,02:00:00,18.57,138.6,8.36
,1,2003-08-14,02:05:00,18.56,138.7,8.32
,1,2003-08-14,02:10:00,18.55,138.6,8.37
,1,2003-08-14,02:15:00,18.55,138.5,8.19
,1,2003-08-14,02:20:00,18.54,138.7,8.34
,1,2003-08-14,02:25:00,18.53,138.5,8.41
,1,2003-08-14,02:30:00,18.52,138.7,8.28
,1,2003-08-14,02:35:00,18.51,138.7,8.16
,1,2003-08-14,02:40:00,18.5,138.7,8.24
,1,2003-08-14,02:45:00,18.5,138.5,8.15
,1,2003-08-14,02:50:00,18.49,138.5,8.33
,1,2003-08-14,02:55:00,18.49,138.5,8.27
,1,2003-08-14,03:00:00,18.48,138.5,8.36
,1,2003-08-14,03:05:00,18.47,138.7,8.27
,1,2003-08-14,03:10:00,18.47,138.5,8.19
,1,2003-08-14,03:15:00,18.46,138.5,8.37
,1,2003-08-14,03:20:00,18.48,137.8,8.27
,1,2003-08-14,03:25:00,18.49,137.4,8.32
,1,2003-08-14,03:30:00,18.49,137.0,8.45
,1,2003-08-14,03:35:00,18.48,137.4,8.41
,1,2003-08-14,03:40:00,18.48,137.4,8.26
,1,2003-08-14,03:45:00,18.48,137.5,8.39
,1,2003-08-14,03:50:00,18.47,137.3,8.46
,1,2003-08-14,03:55:00,18.46,136.7,8.42
,1,2003-08-14,04:00:00,18.46,136.3,8.29
,1,2003-08-14,04:05:00,18.45,136.0,8.41
,1,2003-08-14,04:10:00,18.45,136.3,8.41
,1,2003-08-14,04:15:00,18.44,136.0,8.44
,1,2003-08-14,04:20:00,18.45,134.9,8.42
,1,2003-08-14,04:25:00,18.46,134.2,8.32
,1,2003-08-14,04:30:00,18.48,134.7,8.29
,1,2003-08-14,04:35:00,18.48,136.1,8.31
,1,2003-08-14,04:40:00,18.49,137.1,8.21
,1,2003-08-14,04:45:00,18.48,138.1,8.34
,1,2003-08-14,04:50:00,18.46,138.8,8.29
,1,2003-08-14,04:55:00,18.46,139.1,8.4
,1,2003-08-14,05:00:00,18.44,139.2,8.39
,1,2003-08-14,05:05:00,18.44,139.5,8.37
,1,2003-08-14,05:10:00,18.43,139.8,8.34
,1,2003-08-14,05:15:00,18.42,139.8,8.32
,1,2003-08-14,05:20:00,18.4,139.8,8.3
,1,2003-08-14,05:25:00,18.4,139.6,8.45
,1,2003-08-14,05:30:00,18.39,139.6,8.4
,1,2003-08-14,05:35:00,18.38,139.8,8.4
,1,2003-08-14,05:40:00,18.37,139.9,8.35
,1,2003-08-14,05:45:00,18.37,139.7,8.3
,1,2003-08-14,05:50:00,18.36,139.8,8.38
,1,2003-08-14,05:55:00,18.35,139.7,8.39
,1,2003-08-14,06:00:00,18.35,139.7,8.29
,1,2003-08-14,06:05:00,18.34,139.7,8.38
,1,2003-08-14,06:10:00,18.33,139.7,8.31
,1,2003-08-14,06:15:00,18.32,139.7,8.34
,1,2003-08-14,06:20:00,18.32,139.7,8.39
,1,2003-08-14,06:25:00,18.32,139.9,8.39
,1,2003-08-14,06:30:00,18.31,139.7,8.4
,1,2003-08-14,06:35:00,18.31,140.0,8.37
,1,2003-08-14,06:40:00,18.31,139.9,8.36
,1,2003-08-14,06:45:00,18.3,139.9,8.39
,1,2003-08-14,06:50:00,18.29,139.9,8.24
,1,2003-08-14,06:55:00,18.29,139.7,8.29
,1,2003-08-14,07:00:00,18.29,139.9,8.41
,1,2003-08-14,07:05:00,18.28,139.9,8.32
,1,2003-08-14,07:10:00,18.28,139.9,8.39
,1,2003-08-14,07:15:00,18.28,139.9,8.46
,1,2003-08-14,07:20:00,18.27,139.9,8.43
,1,2003-08-14,07:25:00,18.27,139.9,8.37
,1,2003-08-14,07:30:00,18.27,139.8,8.41
,1,2003-08-14,07:35:00,18.26,139.8,8.29
,1,2003-08-14,07:40:00,18.26,139.9,8.42
,1,2003-08-14,07:45:00,18.26,140.0,8.39
,1,2003-08-14,07:50:00,18.26,140.0,8.37
,1,2003-08-14,07:55:00,18.26,140.0,8.42
,1,2003-08-14,08:00:00,18.26,140.0,8.42
,1,2003-08-14,08:05:00,18.27,139.9,8.31
,1,2003-08-14,08:10:00,18.27,139.9,8.44
,1,2003-08-14,08:15:00,18.28,140.0,8.31
,1,2003-08-14,08:20:00,18.29,139.9,8.43
,1,2003-08-14,08:25:00,18.3,139.9,8.45
,1,2003-08-14,08:30:00,18.31,139.9,8.45
,1,2003-08-14,08:35:00,18.32,139.9,8.38
,1,2003-08-14,08:40:00,18.34,139.7,8.3
,1,2003-08-14,08:45:00,18.34,139.9,8.4
,1,2003-08-14,08:50:00,18.34,139.9,8.24
,1,2003-08-14,08:55:00,18.35,139.7,8.41
,1,2003-08-14,09:00:00,18.36,139.7,8.43
,1,2003-08-14,09:05:00,18.37,139.7,8.28
,1,2003-08-14,09:10:00,18.38,139.8,8.35
,1,2003-08-14,09:15:00,18.4,139.8,8.32
,1,2003-08-14,09:20:00,18.42,139.6,8.4
,1,2003-08-14,09:25:00,18.44,139.8,8.3
,1,2003-08-14,09:30:00,18.46,139.6,8.43
,1,2003-08-14,09:35:00,18.49,139.7,8.35
,1,2003-08-14,09:40:00,18.5,139.5,8.3
,1,2003-08-14,09:45:00,18.52,139.5,8.43
,1,2003-08-14,09:50:00,18.55,139.5,8.4
,1,2003-08-14,09:55:00,18.57,139.5,8.43
,1,2003-08-14,10:00:00,18.59,139.6,8.2
,1,2003-08-14,10:05:00,18.63,139.4,8.36
,1,2003-08-14,10:10:00,18.66,139.4,8.34
,1,2003-08-14,10:15:00,18.69,139.5,8.31
,1,2003-08-14,10:20:00,18.72,139.3,8.34
,1,2003-08-14,10:25:00,18.74,139.3,8.39
,1,2003-08-14,10:30:00,18.77,139.3,8.36
,1,2003-08-14,10:35:00,18.8,139.4,8.28
,1,2003-08-14,10:40:00,18.84,139.1,8.3
,1,2003-08-14,10:45:00,18.86,139.4,8.27
,1,2003-08-14,10:50:00,18.9,139.3,8.35
,1,2003-08-14,10:55:00,18.93,139.1,8.2
,1,2003-08-14,11:00:00,18.96,139.1,8.27
,1,2003-08-14,11:05:00,18.99,139.6,8.3
,1,2003-08-14,11:10:00,19.03,143.0,8.24
,1,2003-08-14,11:15:00,19.07,145.2,8.35
,1,2003-08-14,11:20:00,19.11,146.0,8.24
,1,2003-08-14,11:25:00,19.15,146.4,8.32
,1,2003-08-14,11:30:00,19.19,146.4,8.25
,1,2003-08-14,11:35:00,19.23,146.6,8.32
,1,2003-08-14,11:40:00,19.27,146.6,8.23
,1,2003-08-14,11:45:00,19.32,146.6,8.23
,1,2003-08-14,11:50:00,19.36,146.5,8.32
,1,2003-08-14,11:55:00,19.4,146.5,8.23
,1,2003-08-14,12:00:00,19.44,146.7,8.29
,1,2003-08-14,12:05:00,19.48,146.6,8.26
,1,2003-08-14,12:10:00,19.54,146.6,8.2
,1,2003-08-14,12:15:00,19.58,146.6,8.13
,1,2003-08-14,12:20:00,19.63,146.5,8.19
,1,2003-08-14,12:25:00,19.68,146.6,8.18
,1,2003-08-14,12:30:00,19.68,146.7,8.19
,1,2003-08-14,12:35:00,19.72,146.6,8.08
,1,2003-08-14,12:40:00,19.77,146.6,8.16
,1,2003-08-14,12:45:00,19.8,146.3,8.18
,1,2003-08-14,12:50:00,19.82,146.3,8.18
,1,2003-08-14,12:55:00,19.88,146.4,8.08
,1,2003-08-14,13:00:00,19.92,146.3,8.17
,1,2003-08-14,13:05:00,19.96,146.3,7.97
,1,2003-08-14,13:10:00,19.99,146.3,8.09
,1,2003-08-14,13:15:00,20.05,146.2,8.04
,1,2003-08-14,13:20:00,20.1,146.2,8.04
,1,2003-08-14,13:25:00,20.13,146.1,8.12
,1,2003-08-14,13:30:00,20.19,146.4,8.07
,1,2003-08-14,13:35:00,20.24,146.6,8.03
,1,2003-08-14,13:40:00,20.31,146.6,8.0
,1,2003-08-14,13:45:00,20.36,146.7,8.02
,1,2003-08-14,13:50:00,20.43,146.6,8.07
,1,2003-08-14,13:55:00,20.47,144.2,8.06
,1,2003-08-14,14:00:00,20.48,141.2,8.01
,1,2003-08-14,14:05:00,20.48,143.2,7.99
,1,2003-08-14,14:10:00,20.5,145.9,7.97
,1,2003-08-14,14:15:00,20.55,147.1,7.94
,1,2003-08-14,14:20:00,20.59,147.5,7.93
,1,2003-08-14,14:25:00,20.66,147.4,7.91
,1,2003-08-14,14:30:00,20.7,147.7,7.88
,1,2003-08-14,14:35:00,20.78,147.6,7.85
,1,2003-08-14,14:40:00,20.84,147.8,7.87
,1,2003-08-14,14:45:00,20.89,147.7,7.79
,1,2003-08-14,14:50:00,20.93,147.9,7.73
,1,2003-08-14,14:55:00,20.96,147.7,7.85
,1,2003-08-14,15:00:00,21.0,147.9,7.8
,1,2003-08-14,15:05:00,21.01,147.9,7.84
,1,2003-08-14,15:10:00,21.02,147.9,7.73
,1,2003-08-14,15:15:00,21.02,148.1,7.85
,1,2003-08-14,15:20:00,21.01,148.2,7.72
,1,2003-08-14,15:25:00,21.0,148.3,7.78
,1,2003-08-14,15:30:00,21.0,148.5,7.76
,1,2003-08-14,15:35:00,21.02,148.5,7.82
,1,2003-08-14,15:40:00,21.03,148.8,7.74
,1,2003-08-14,15:45:00,21.07,148.8,7.8
,1,2003-08-14,15:50:00,21.09,149.0,7.8
,1,2003-08-14,15:55:00,21.09,148.8,7.72
,1,2003-08-14,16:00:00,21.09,149.1,7.71
,1,2003-08-14,16:05:00,21.07,148.9,7.7
,1,2003-08-14,16:10:00,21.04,148.8,7.68
,1,2003-08-14,16:15:00,21.03,148.8,7.58
,1,2003-08-14,16:20:00,21.01,148.8,7.6
,1,2003-08-14,16:25:00,21.0,148.5,7.61
,1,2003-08-14,16:30:00,21.01,148.3,7.76
,1,2003-08-14,16:35:00,21.03,148.4,7.69
,1,2003-08-14,16:40:00,21.05,147.7,7.61
,1,2003-08-14,16:45:00,21.05,144.8,7.73
,1,2003-08-14,16:50:00,21.05,141.4,7.66
,1,2003-08-14,16:55:00,21.05,140.1,7.68
,1,2003-08-14,17:00:00,21.04,139.7,7.72
,1,2003-08-14,17:05:00,21.04,139.4,7.7
,1,2003-08-14,17:10:00,21.03,139.3,7.64
,1,2003-08-14,17:15:00,21.02,139.6,7.63
,1,2003-08-14,17:20:00,21.01,139.7,7.64
,1,2003-08-14,17:25:00,21.0,139.5,7.72
,1,2003-08-14,17:30:00,20.98,139.4,7.73
,1,2003-08-14,17:35:00,20.97,139.2,7.69
,1,2003-08-14,17:40:00,20.97,139.1,7.65
,1,2003-08-14,17:45:00,20.96,138.9,7.73
,1,2003-08-14,17:50:00,20.94,138.9,7.73
,1,2003-08-14,17:55:00,20.92,138.9,7.71
,1,2003-08-14,18:00:00,20.9,138.9,7.66
,1,2003-08-14,18:05:00,20.88,139.0,7.71
,1,2003-08-14,18:10:00,20.85,138.9,7.54
,1,2003-08-14,18:15:00,20.84,138.9,7.67
,1,2003-08-14,18:20:00,20.82,139.0,7.66
,1,2003-08-14,18:25:00,20.8,139.1,7.72
,1,2003-08-14,18:30:00,20.78,139.3,7.62
,1,2003-08-14,18:35:00,20.76,139.4,7.66
,1,2003-08-14,18:40:00,20.74,139.7,7.72
,1,2003-08-14,18:45:00,20.72,139.9,7.7
,1,2003-08-14,18:50:00,20.7,139.9,7.65
,1,2003-08-14,18:55:00,20.68,140.2,7.77
,1,2003-08-14,19:00:00,20.65,140.2,7.73
,1,2003-08-14,19:05:00,20.62,140.2,7.75
,1,2003-08-14,19:10:00,20.6,140.1,7.67
,1,2003-08-14,19:15:00,20.57,140.0,7.67
,1,2003-08-14,19:20:00,20.54,139.8,7.72
,1,2003-08-14,19:25:00,20.52,139.8,7.7
,1,2003-08-14,19:30:00,20.49,139.6,7.71
,1,2003-08-14,19:35:00,20.46,139.5,7.66
,1,2003-08-14,19:40:00,20.43,139.6,7.65
,1,2003-08-14,19:45:00,20.41,139.7,7.6
,1,2003-08-14,19:50:00,20.38,139.7,7.68
,1,2003-08-14,19:55:00,20.35,140.0,7.67
,1,2003-08-14,20:00:00,20.33,140.3,7.7
,1,2003-08-14,20:05:00,20.3,140.2,7.75
,1,2003-08-14,20:10:00,20.27,140.5,7.74
,1,2003-08-14,20:15:00,20.25,140.6,7.68
,1,2003-08-14,20:20:00,20.22,140.8,7.68
,1,2003-08-14,20:25:00,20.2,140.8,7.73
,1,2003-08-14,20:30:00,20.17,140.9,7.71
,1,2003-08-14,20:35:00,20.15,140.9,7.8
,1,2003-08-14,20:40:00,20.13,140.7,7.66
,1,2003-08-14,20:45:00,20.1,140.7,7.79
,1,2003-08-14,20:50:00,20.08,140.4,7.76
,1,2003-08-14,20:55:00,20.06,140.4,7.75
,1,2003-08-14,21:00:00,20.03,140.4,7.76
,1,2003-08-14,21:05:00,20.01,140.4,7.79
,1,2003-08-14,21:10:00,19.99,140.4,7.7
,1,2003-08-14,21:15:00,19.98,140.6,7.86
,1,2003-08-14,21:20:00,19.96,140.8,7.68
,1,2003-08-14,21:25:00,19.94,140.9,7.74
,1,2003-08-14,21:30:00,19.92,141.0,7.74
,1,2003-08-14,21:35:00,19.9,141.2,7.82
,1,2003-08-14,21:40:00,19.89,141.1,7.91
,1,2003-08-14,21:45:00,19.87,141.1,7.88
,1,2003-08-14,21:50:00,19.85,141.0,7.83
,1,2003-08-14,21:55:00,19.83,141.0,7.83
,1,2003-08-14,22:00:00,19.82,140.8,7.87
,1,2003-08-14,22:05:00,19.8,140.7,7.82
,1,2003-08-14,22:10:00,19.78,140.4,7.81
,1,2003-08-14,22:15:00,19.77,140.2,7.87
,1,2003-08-14,22:20:00,19.75,140.2,7.88
,1,2003-08-14,22:25:00,19.73,140.2,7.78
,1,2003-08-14,22:30:00,19.72,140.2,7.83
,1,2003-08-14,22:35:00,19.7,140.3,7.78
,1,2003-08-14,22:40:00,19.68,140.1,7.73
,1,2003-08-14,22:45:00,19.66,140.3,7.85
,1,2003-08-14,22:50:00,19.65,140.2,7.86
,1,2003-08-14,22:55:00,19.63,140.5,7.85
,1,2003-08-14,23:00:00,19.62,140.2,7.88
,1,2003-08-14,23:05:00,19.6,140.4,7.89
,1,2003-08-14,23:10:00,19.59,140.3,7.81
,1,2003-08-14,23:15:00,19.57,140.4,7.87
,1,2003-08-14,23:20:00,19.56,140.6,7.92
,1,2003-08-14,23:25:00,19.55,140.4,7.9
,1,2003-08-14,23:30:00,19.53,140.3,7.89
,1,2003-08-14,23:35:00,19.52,140.5,7.93
,1,2003-08-14,23:40:00,19.5,140.4,7.86
,1,2003-08-14,23:45:00,19.49,140.4,7.91
,1,2003-08-14,23:50:00,19.47,140.5,7.88
,1,2003-08-14,23:55:00,19.46,140.5,7.95
,1,2003-08-15,00:00:00,19.45,140.5,7.98
,1,2003-08-15,00:05:00,19.43,140.6,7.95
,1,2003-08-15,00:10:00,19.42,140.8,7.95
,1,2003-08-15,00:15:00,19.4,140.6,7.91
,1,2003-08-15,00:20:00,19.39,140.6,7.93
,1,2003-08-15,00:25:00,19.38,140.7,7.99
,1,2003-08-15,00:30:00,19.37,140.6,7.98
,1,2003-08-15,00:35:00,19.36,140.7,7.93
,1,2003-08-15,00:40:00,19.34,140.7,7.98
,1,2003-08-15,00:45:00,19.33,140.6,8.06
,1,2003-08-15,00:50:00,19.32,140.6,8.02
,1,2003-08-15,00:55:00,19.31,140.7,7.98
,1,2003-08-15,01:00:00,19.29,140.7,7.91
,1,2003-08-15,01:05:00,19.28,140.8,7.92
,1,2003-08-15,01:10:00,19.27,140.7,7.94
,1,2003-08-15,01:15:00,19.26,140.8,7.95
,1,2003-08-15,01:20:00,19.24,140.8,8.0
,1,2003-08-15,01:25:00,19.24,140.7,7.96
,1,2003-08-15,01:30:00,19.22,140.8,7.96
,1,2003-08-15,01:35:00,19.21,140.8,7.99
,1,2003-08-15,01:40:00,19.2,140.8,7.95
,1,2003-08-15,01:45:00,19.19,140.9,7.92
,1,2003-08-15,01:50:00,19.18,140.9,7.94
,1,2003-08-15,01:55:00,19.17,140.8,7.93
,1,2003-08-15,02:00:00,19.17,141.1,8.0
,1,2003-08-15,02:05:00,19.16,140.9,8.04
,1,2003-08-15,02:10:00,19.15,140.8,7.96
,1,2003-08-15,02:15:00,19.14,141.1,8.0
,1,2003-08-15,02:20:00,19.13,140.9,8.0
,1,2003-08-15,02:25:00,19.12,141.1,8.0
,1,2003-08-15,02:30:00,19.11,141.0,7.98
,1,2003-08-15,02:35:00,19.1,141.0,8.07
,1,2003-08-15,02:40:00,19.1,140.9,7.98
,1,2003-08-15,02:45:00,19.09,141.0,8.06
,1,2003-08-15,02:50:00,19.08,141.0,8.01
,1,2003-08-15,02:55:00,19.07,141.0,7.95
,1,2003-08-15,03:00:00,19.06,141.2,7.98
,1,2003-08-15,03:05:00,19.06,141.2,8.02
,1,2003-08-15,03:10:00,19.05,141.2,8.03
,1,2003-08-15,03:15:00,19.04,141.0,7.99
,1,2003-08-15,03:20:00,19.03,141.2,8.01
,1,2003-08-15,03:25:00,19.02,141.0,8.03
,1,2003-08-15,03:30:00,19.01,141.1,8.0
,1,2003-08-15,03:35:00,19.0,141.0,8.02
,1,2003-08-15,03:40:00,18.99,140.9,7.97
,1,2003-08-15,03:45:00,18.98,141.0,8.0
,1,2003-08-15,03:50:00,18.97,141.1,7.98
,1,2003-08-15,03:55:00,18.96,141.1,7.78
,1,2003-08-15,04:00:00,18.95,141.0,8.04
,1,2003-08-15,04:05:00,18.94,141.0,8.04
,1,2003-08-15,04:10:00,18.93,141.0,7.94
,1,2003-08-15,04:15:00,18.92,141.1,7.93
,1,2003-08-15,04:20:00,18.91,141.1,7.94
,1,2003-08-15,04:25:00,18.9,141.1,8.02
,1,2003-08-15,04:30:00,18.89,141.1,8.04
,1,2003-08-15,04:35:00,18.88,141.1,8.07
,1,2003-08-15,04:40:00,18.87,141.1,8.08
